Nº NF;OC Vinculada;Status OC;Status Sistema;Chave de Acesso
2035;000004492;fechada;processada;26251149708429000127550000000020351683201729
1820;000004434;fechada;processada;33251107238098000169550010000018201312923605
240101;005140596;não encontrada;pendente;26251112806642000161550010002401011192117521
3629;000001162;fechada;processada;26251131562305000110550010000036291966824171
1819;000004420;fechada;processada;33251107238098000169550010000018191047653683
23381;000003968;fechada;processada;31251165228694000164550020000233811881886243
76126;000000588;fechada;processada;35251144151413000142550010000761261318471926
108788;000000994;parcial;pendente;35251113705784000103550010001087881311145211
393;000000929;parcial;pendente;35251119496633000160550010000003931000551073
3632;000001163;fechada;processada;26251131562305000110550010000036321010990784
109231;000018181;não encontrada;pendente;35251110533881000160550000001092311536307781
76065;000000670;fechada;processada;35251144151413000142550010000760651172194870
76063;000000669;fechada;processada;35251144151413000142550010000760631350496414
76057;000000446;fechada;processada;35251144151413000142550010000760571540326024
76055;000000649;fechada;processada;35251144151413000142550010000760551293338906
76061;000000447;parcial;pendente;35251144151413000142550010000760611895519981
76067;000000670;fechada;processada;35251144151413000142550010000760671172194874
76059;000000494;fechada;processada;35251144151413000142550010000760591194453749
520139;000000448;fechada;processada;26251146044053002582550010005201391277007462
520061;000004406;fechada;processada;26251146044053002582550010005200611717615185
354949;—;sem OC;pendente;26251105266210000573550010003549491632101722
37138;000075318;não encontrada;pendente;26251144471407000253550010000371381351550117
45583;000004300;fechada;processada;35251103206164000168550030000455831761698650
240027;005140563;não encontrada;pendente;26251112806642000161550010002400271125212241
32146;—;sem OC;pendente;26251158681867000644550010000321461259059021
2476021;033154424;não encontrada;pendente;26251110230480001960550100024760211142940054
58280;000030620;não encontrada;pendente;26251127058274000198550010000582801170429612
847317;000009876;não encontrada;pendente;26251107264693000179550010008473171767975732
253888;000004479;fechada;processada;26251124073694000155550020002538881007678171
26769;—;sem OC;pendente;26251142924799000152550010000267691938874680
1633;000004333;fechada;processada;32251135553201000443550010000016331539211786
45910;000001024;fechada;processada;33251125464260000491550010000459101180459109
37115;000075262;não encontrada;pendente;26251144471407000253550010000371151596012989
1223283;000034487;não encontrada;pendente;26251103666136000123550010012232831348927880
68766;000004452;fechada;processada;26251125464260000653550010000687661170687660
354896;—;sem OC;pendente;26251105266210000573550010003548961981846825
5906;009001364;não encontrada;pendente;26251112007481000227550010000059061110115316
846952;000009468;não encontrada;pendente;26251107264693000179550010008469521690957066
519548;000004436;fechada;processada;26251146044053002582550010005195481193344130
2014;000004444;fechada;processada;26251149708429000127550000000020141482745306
68648;000004429;fechada;processada;26251125464260000653550010000686481170686482
6313;000001048;fechada;processada;33251138052139000151550010000063131904143035
113126;000001041;fechada;processada;33251132150187000104550010001131261739751699
45803;000001024;fechada;processada;33251125464260000491550010000458031180458030
76634;000165931;não encontrada;pendente;35251144471407000172550010000766341357930544
111359;000051814;não encontrada;pendente;26251104752165000170550010001113591500860873
47011;—;sem OC;pendente;26251161479002001503550010000470111442384389
44236;000004364;fechada;processada;26251160621141000587550010000442361510611311
17265;000004407;parcial;pendente;26251151568921000510550040000172651494341932
852;000004340;fechada;processada;26251130090259000131550010000008521637580181
138250;—;sem OC;pendente;33251107358761026206550010001382501819564484
44200;000004364;fechada;processada;26251160621141000587550010000442001783970614
1802;000004334;fechada;processada;33251107238098000169550010000018021605822634
283686;000248924;não encontrada;pendente;26251113596165000110550010002836861868238456
518997;000004399;fechada;processada;26251146044053002582550010005189971906524033
283836;000249024;não encontrada;pendente;26251113596165000110550010002838361066247177
32009;—;sem OC;pendente;26251158681867000644550010000320091457687755
57689;000029729;não encontrada;pendente;26251127058274000198550010000576891449352248
518990;000004396;fechada;processada;26251146044053002582550010005189901356340481
518995;000004406;fechada;processada;26251146044053002582550010005189951150967426
23378;—;sem OC;pendente;33251124204991000192550010000233781891852993
23379;—;sem OC;pendente;33251124204991000192550010000233791451931094
283467;000248675;não encontrada;pendente;26251113596165000110550010002834671756006026
838;000004351;fechada;processada;26251130090259000131550010000008381363833399
2464812;033037044;não encontrada;pendente;26251110230480001960550100024648121142405207
283608;000248845;não encontrada;pendente;26251113596165000110550010002836081800533057
836;000004344;fechada;processada;26251130090259000131550010000008361905063264
835;000004233;fechada;processada;26251130090259000131550010000008351795847285
52549;000001033;fechada;processada;33251103182704000110550010000525491699680349
23376;—;sem OC;pendente;33251124204991000192550010000233761909556580
170295;000001020;fechada;processada;35251109353055000150550000001702951002601493
156670;—;sem OC;pendente;33251131383201000149550010001566701010015662
111;000003829;fechada;processada;26251153012479000142550010000001111161239306
844980;000007455;não encontrada;pendente;26251107264693000179550010008449801103108495
518710;—;sem OC;pendente;26251146044053002582550010005187101790778120
845016;000007457;não encontrada;pendente;26251107264693000179550010008450161012545803
229667;000004392;fechada;processada;26251107358761026710550010002296671810322218
134728;—;sem OC;pendente;41251110948651005040550010001347281006139966
135015;000004297;fechada;processada;35251101477885000187550010001350151723116077
26549;—;sem OC;pendente;26251142924799000152550010000265491804996175
239148;005140093;não encontrada;pendente;26251112806642000161550010002391481324149143
135016;0000004356;não encontrada;pendente;35251101477885000187550010001350161212866302
518588;—;sem OC;pendente;26251146044053002582550010005185881794376428
29390;000000633;fechada;processada;35251007092005000130550030000293901215116989
68267;000004315;fechada;processada;26251025464260000653550010000682671170682673
210832;000003551;fechada;processada;35251046356226000120550010002108321768595742
868867;000004016;fechada;processada;35251061854147000133550040008688671107031370
179144;000000582;fechada;processada;31251066220047000179550000001791441001331459
1559;000004283;fechada;processada;32251035553201000443550010000015591618226201
1557;000004270;fechada;processada;32251035553201000443550010000015571561787450
91117;000004269;parcial;pendente;35251062821723000109550010000911171084081150
108123;000004325;fechada;processada;35251013705784000103550010001081231510111553
1517;020375582;não encontrada;pendente;35251004040105000125550060000015171087512305
282229;000247618;não encontrada;pendente;26251013596165000110550010002822291597449743
156086;—;sem OC;pendente;33251031383201000149550010001560861010015607
281830;000247293;não encontrada;pendente;26251013596165000110550010002818301701937310
10553;000004350;fechada;processada;26251017894761000137550010000105531575347028
134942;000004297;fechada;processada;35251001477885000187550010001349421830607200
95926;001530800;não encontrada;pendente;33251013891342000190550010000959261477231000
387;000000929;parcial;pendente;35251019496633000160550010000003871000551072
281545;000247010;não encontrada;pendente;26251013596165000110550010002815451310881313
843404;000005888;não encontrada;pendente;26251007264693000179550010008434041042323696
843534;000006018;não encontrada;pendente;26251007264693000179550010008435341317190076
6860;132918387;não encontrada;pendente;26251042041241000129550010000068601000141105
517753;000004336;fechada;processada;26251046044053002582550010005177531295374478
56994;000028253;não encontrada;pendente;26251027058274000198550010000569941245946725
248920;000004332;fechada;processada;26251024073694000155550020002489201007529499
